doc_number,positive,negative,ratio_pos_over_neg,positive_ratio,negative_ratio,net_ratio,length,parent_doc,offset,from,to,subj,sent,cc,questions,chars
C05758647,1,0,0,0.0666666666667,0.0,0.0666666666667,15,,1,Hillary Clinton,'bam@mikulski.senate.gov',Re: Aid dir,"Saturday, May 30, 2009 7:00 AM",,,59
C05758648,2,0,0,0.166666666667,0.0,0.166666666667,12,,1,Hillary Clinton,Jake Sullivan,Re: Overarching message,"Saturday, May 30, 2009 9:29 AM",,,55
C05758649,2,0,0,0.0588235294118,0.0,0.0588235294118,34,,1,Hillary Clinton,Jake Sullivan,Re:,"Saturday, May 30, 2009 10:20 AM",,,148
C05758650,1,0,0,0.111111111111,0.0,0.111111111111,9,,1,Hillary Clinton,'Jake.Sulliva,Re:,"Saturday, May 30, 2009 10.22 AM",,,52
C05758651,2,0,0,0.117647058824,0.0,0.117647058824,17,,1,Hillary Clinton,Phillipe Reines,Clips,"Saturday, May 30 2009 11:59 PM",,,84
C05758652,1,0,0,0.5,0.0,0.5,2,,1,Hillary Clinton, 'reinesp@state.goV,Re: Clips,"Sunday, May 31, 2009 12:11 AM",,,7
C05758652,2,0,0,0.117647058824,0.0,0.117647058824,17,,3,Hillary Clinton,Phillipe Reines,Clips,Sat May 30 23:59:12 2009,,,84
C05758653,0,0,0,0.0,0.0,0.0,6,,1,Hillary Clinton,Jacob Sullivan,Any OAS News?,"Saturday, May 30, 2009 7:52 PM",Huma Abedin,,25
C05758654,0,3,0.0,0.0,0.0576923076923,-0.0576923076923,52,,1,Hillary Clinton,Lauren Jiloty,Picking up work,"Sunday, May 31, 2009 9:59 AM",Huma Abedin,,269
C05758655,5,1,5.0,0.0714285714286,0.0142857142857,0.0571428571429,70,,1,Hillary Clinton,,Re: Follow up,"Sunday, May 31, 2009 10:05 AM",Lauren Jiloty,,325
C05758656,3,1,3.0,0.06,0.02,0.04,50,,1,Hillary Clinton, 'ValmoroL1@state.gov',Fw: message back from our friend,"Sunday, May 31, 2009 10:10 AM",Huma Abedin,,231
C05758658,0,0,0,0.0,0.0,0.0,5,,1,Hillary Clinton,'ImuscatinE,Re: david herbert donald,"Sunday, May 31, 2009 3:05 PM",,,19
C05758671,4,2,2.0,0.0597014925373,0.0298507462687,0.0298507462687,67,,1,Hillary Clinton,Cheryl Mills,Re: AM Meetings,"Monday, June 1, 2009 11:10 AM",,,292
C05758672,1,0,0,0.030303030303,0.0,0.030303030303,33,,1,Hillary Clinton,Huma Abedin,Re: Blair,"Monday, June 1, 2009 1:14 PM",,,132
C05758673,2,0,0,0.0606060606061,0.0,0.0606060606061,33,,1,Hillary Clinton,Cheryl Mills,Re: Susan Burk was just confirmed.,"Monday, June 1,2009 11:03 OM",,,157
C05758674,0,0,0,0.0,0.0,0.0,20,,1,Hillary Clinton,Cheryl Mills,Re: Susan Burk was just confirmed.,"Monday, June 1,2009 11:10 PM",,,102
C05758674,2,0,0,0.0606060606061,0.0,0.0606060606061,33,,3,Hillary Clinton,Cheryl Mills,Re: Susan Burk was just confirmed.,Mon Jun 01 23:03:29 2009,,,157
C05758676,0,0,0,0.0,0.0,0.0,4,,1,Hillary Clinton,Cheryl Mills,Re: Huff Post Renegade Excerpt,"Tuesday, June 2,2009 11:21 AM",,,15
C05758677,1,0,0,0.047619047619,0.0,0.047619047619,21,,1,Hillary Clinton,Cheryl Mills,Re: FINAL Pakistan Texting Campaign TO,"Tuesday, June 2, 2009 1:52 PM",,,87
C05758678,2,1,2.0,0.105263157895,0.0526315789474,0.0526315789474,19,,1,Hillary Clinton,Phillipe Reines,OAS,"Wednesday, June 3, 2009 2:52 PM",Jacob Sullivan,,98
C05758679,2,1,2.0,0.08,0.04,0.04,25,,1,Hillary Clinton,Phillipe Reines; 'sullivanij@state.gov',OAS,"Wednesday, June 3, 2009 4:03 PM",,,126
C05758684,3,1,3.0,0.136363636364,0.0454545454545,0.0909090909091,22,,1,Hillary Clinton, 'preines 'sullivanjj@state.gov,OAS—again,"Wednesda , June 3, 2009 6:12 PM",,,107
C05758685,2,0,0,0.111111111111,0.0,0.111111111111,18,,1,Hillary Clinton,Phillipe Reines;Jacob Sullivan,Addendum,"Wednesday, June 3 2009 6:22 PM",,,86
C05758686,0,0,0,0.0,0.0,0.0,2,,1,Hillary Clinton,Huma Abedin,Re:,"Wednesday, June 3, 2009 6:52 PM",,,3
C05758687,1,1,1.0,0.0666666666667,0.0666666666667,0.0,15,,1,Hillary Clinton,Huma Abedin,Re:,"Wednesday, June 3, 2009 6:55 PM",,,61
C05758687,0,0,0,0.0,0.0,0.0,2,,3,Hillary Clinton,Huma Abedin,Re:,Wed Jun 03 18:52:26 2009,,,3
C05758688,0,0,0,0.0,0.0,0.0,16,,1,Hillary Clinton,Huma Abedin,Re:,"Wednesday, June 3, 2009 6:56 PM",,,58
C05758688,0,0,0,0.0,0.0,0.0,2,,3,Hillary Clinton,Huma Abedin,Re:,Wed Jun 03 18:52:26 2009,,,6
C05758689,0,0,0,0.0,0.0,0.0,8,,1,Hillary Clinton, 'ValmoroU@state.goV,Fw: Alma Powell,"Wednesday, June 3, 2009 8:39 PM",Cheryl Mills,,32
C05758690,0,0,0,0.0,0.0,0.0,7,,1,Hillary Clinton,Cheryl Mills,Re:,"Wednesday, June 3, 2009 8:40 PM",,,34
C05758692,0,0,0,0.0,0.0,0.0,8,,1,Hillary Clinton,Cheryl Mills,Re: PPO Approval,"Thursday, June 4, 2009 9:50 AM",,,31
C05758694,2,0,0,0.181818181818,0.0,0.181818181818,11,,1,Hillary Clinton,Lauren Jiloty,Re: Betsy and Tom,"Friday, June 5, 2009 9:58 AM",,,38
C05758696,1,0,0,0.1,0.0,0.1,10,,1,Hillary Clinton,Lauren Jiloty,Re: Revised Mini Schedule 6/5/09,"Friday, June 5, 2009 10:35 AM",,,45
C05758697,0,0,0,0.0,0.0,0.0,9,,1,Hillary Clinton,Cheryl Mills,Re: CoS call 6/5/09,"Friday, June 5, 2009 5:23 PM",,,46
C05758698,2,1,2.0,0.0540540540541,0.027027027027,0.027027027027,37,,1,Hillary Clinton,Cheryl Mills,Re: CoS call 6/5/09,"Friday, June 5, 2009 5:44 PM",,,152
C05758698,0,0,0,0.0,0.0,0.0,9,,3,Hillary Clinton,Cheryl Mills,Re: CoS call 6/5/09,"Friday, June 05, 2009 5:23 PM",,,46
C05758699,0,2,0.0,0.0,0.25,-0.25,8,,1,Hillary Clinton, 'ValmoroU@state.goV,Fw: two things,"Friday, June 5, 2009 5:57 PM",,,39
C05758700,0,0,0,0.0,0.0,0.0,7,,1,Hillary Clinton, ValmoroLJ ,Fw: Invitation to Copenhagen Key to Climate Investing conference,"Friday, June 5, 2009 6:08 PM",,,29
C05758701,4,2,2.0,0.0833333333333,0.0416666666667,0.0416666666667,48,,1,Hillary Clinton,"""ntanden",Re: last email on this subject,"Friday, June 5, 2009 6:12 PM",,,230
C05758702,1,0,0,0.05,0.0,0.05,20,,1,Hillary Clinton,Cheryl Mills,Re:,"Saturday, June 6, 2009 7:54 AM",,,71
C05758703,0,1,0.0,0.0,0.0769230769231,-0.0769230769231,13,,1,Hillary Clinton,Huma Abedin,Re: Jim call,"Saturday, June 6, 2009 4:54 PM",,,59
C05758705,1,0,0,0.05,0.0,0.05,20,,1,Hillary Clinton,Cheryl Mills,Re: Concept Paper for World Food Prize Remarks - Attached and Below (Drafted by,"Saturday, June 6, 2009 4:57 PM",,,81
C05758706,1,1,1.0,0.0769230769231,0.0769230769231,0.0,13,,1,Hillary Clinton,Jake Sullivan,Re: settlements,"Saturday, June 6, 2009 4:58 PM",,,60
C05758707,0,1,0.0,0.0,0.0714285714286,-0.0714285714286,14,,1,Hillary Clinton,Huma Abedin,Re: Jim steinberg,"Sunday, June 7, 2009 9:52 AM",,,49
C05758708,3,0,0,0.0882352941176,0.0,0.0882352941176,34,,1,Hillary Clinton,Jacob Sullivan; leltmanjd@state.gov',Settlements,"Sunday, June 7, 2009 12:41 PM",,,165
C05758723,0,0,0,0.0,0.0,0.0,28,,1,Hillary Clinton, 'ValmoroU@state.goV;Huma Abedin,Cabinet mtg,"Monday, June 8, 2009 5:53 AM",,,104
C05758724,0,0,0,0.0,0.0,0.0,13,,1,Hillary Clinton, 'ValmoroU@state.goV,Re: Cabinet mtg,"Monday, June 8, 2009 6:07 AM",,,55
C05758724,0,0,0,0.0,0.0,0.0,28,,3,Hillary Clinton,Lona Valmoro;Huma Abedin,Cabinet mtg,Mon Jun 08 05:52:59 2009,,,104
C05758726,1,0,0,0.166666666667,0.0,0.166666666667,6,,1,Hillary Clinton,Cheryl Mills,Re: Mtg w/ HRC tomorrow,"Monday, June 8, 2009 6:41 AM",,,19
C05758728,0,1,0.0,0.0,0.0263157894737,-0.0263157894737,38,,1,Hillary Clinton,Cheryl Mills,Re: axelrod wants your email - remind me to discuss with you if i forget,"Monday, June 8, 2009 7:41 AM",,,152
C05758731,0,0,0,0.0,0.0,0.0,4,,1,Hillary Clinton,Lauren Jiloty,Fw: The President's Cairo Speech: Does Israel Need Obama's Tough Love? by Lanny J.,"Monday, June 8, 2009 11:48 AM",,,16
C05758732,1,0,0,0.2,0.0,0.2,5,,1,Hillary Clinton,Lauren Jiloty,Fw: this is going today to 5.4 million Americans...,"Monday, June 8, 2009 11:50 AM",,,26
C05758733,0,0,0,0.0,0.0,0.0,5,,1,Hillary Clinton,Cheryl Mills,Re:,"Tuesday, June 9, 2009 5:49 AM",,,22
C05758735,0,0,0,0.0,0.0,0.0,2,,1,Hillary Clinton, Jacob Lew ;ullivanjj@state.gov',Fw: Palau/Guantanamo Uighurs,"Tuesday, June 9, 2009 1:30 PM",,,4
C05758736,0,0,0,0.0,0.0,0.0,4,,1,Hillary Clinton,Cheryl Mills,Re: IMF Letter for signature,"Tuesday, June 9, 2009 10:27 PM",,,8
C05758738,1,0,0,0.05,0.0,0.05,20,,1,Hillary Clinton,Huma Abedin;Huma Abedin,Fw: Thank you,"Wednesday, June 10, 2009 1:06 PM",,,80
C05758739,4,1,4.0,0.1,0.025,0.075,40,,1,Hillary Clinton,Rick Sloan,Re: Tom Buffenbarger,"Wednesday, June 10, 2009 7:38 PM",Lauren Jiloty,,201
C05758740,0,0,0,0.0,0.0,0.0,17,,1,Hillary Clinton,Lauren Jiloty;Robert Russo,Adam Parkhomenko,"Wednesday, June 10, 2009 9:48 PM",,,63
C05758741,0,0,0,0.0,0.0,0.0,2,,1,Hillary Clinton,Robert Russo;Lauren Jiloty,Re: Adam Parkhomenko,"Wednesday, June 10, 2009 10:00 PM",,,3
C05758741,0,0,0,0.0,0.0,0.0,17,,4,Hillary Clinton,"Lauren Jiloty; Russo, Robert V",Adam Parkhomenko,Wed Jun 10 21:48:26 2009,,,63
C05758742,0,0,0,0.0,0.0,0.0,9,,1,Hillary Clinton,'millscd@state.gov' Subject:. Re: Short-Term Jobs in Haiti,,"Thursday, June 11, 2009 7:34 AM",,,43
C05758743,0,0,0,0.0,0.0,0.0,10,,1,Hillary Clinton, 'ValmoroU@state.goV,Mitchell,"Thursday, June 11, 2009 7:44 AM",,,40
C05758744,0,0,0,0.0,0.0,0.0,15,,1,Hillary Clinton, 'ValmoroU@state.goV,,"Thursday, June 11, 2009 7:45 AM",,,70
C05758745,0,0,0,0.0,0.0,0.0,11,,1,Hillary Clinton,Cheryl Mills,Re: Elaine schuster,"Thursday, June 11, 2009 7:50 AM",,,32
C05758746,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Cheryl Mills,"Re: Kyrgyzstan rejects Obama ""cooperation"" offer","Thursday, June 11, 2009 8:00 AM",,,0
C05758747,1,0,0,0.142857142857,0.0,0.142857142857,7,,1,Hillary Clinton,Cheryl Mills,Re:,"Thursday, June 11, 2009 8:00 AM",,,30
C05758748,0,0,0,0.0,0.0,0.0,14,,1,Hillary Clinton,Robert Russo,Fw: Today's Reflection,"Thursday, June 11, 2009 8:04 AM",,,48
C05758749,1,0,0,0.0714285714286,0.0,0.0714285714286,14,,1,Hillary Clinton,'sta I bott,Re: Questions,"Thursday, June 11, 2009 8:06 AM",,,58
C05758749,7,1,7.0,0.0804597701149,0.0114942528736,0.0689655172414,87,,3,Hillary Clinton, Strobe Talbott,Questions,Tue Jun 09 11:33:19 2009,,,412
C05758750,2,0,0,0.181818181818,0.0,0.181818181818,11,,1,Hillary Clinton,Cheryl Mills,Re: UN Alternate - who is again (first name?),"Thursday, June 11, 2009 8:07 AM",,,50
C05758751,2,0,0,0.0555555555556,0.0,0.0555555555556,36,,1,Hillary Clinton, 'ValmoroU@state.goV;Huma Abedin;Jacob Sullivan,No WH mtg,"Friday, June 12, 2009 10:22 AM",Cheryl Mills,,151
C05758752,1,0,0,0.0666666666667,0.0,0.0666666666667,15,,1,Hillary Clinton,Huma Abedin,Fw:,"Thursday, June 11,2009 12:29 PM",,,66
C05758753,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Huma Abedin;Huma Abedin,Fw:,"Thursday, June 11, 2009 4:44 PM",,,0
C05758753,0,0,0,0.0,0.0,0.0,7,,3,Hillary Clinton,,Re:,Thu Jun 11 16:37:59 2009,,,34
C05758754,0,0,0,0.0,0.0,0.0,6,,1,Hillary Clinton,Huma Abedin;Huma Abedin,Anything to report?,"Friday, June 12, 2009 7:26 PM",,,19
C05758755,0,0,0,0.0,0.0,0.0,2,,1,Hillary Clinton,Huma Abedin,Re:,"Friday, June 12, 2009 7:27 PM",,,4
C05758756,0,0,0,0.0,0.0,0.0,4,,1,Hillary Clinton,Cheryl Mills,Re: A Note from,"Friday, June 12, 2009 9:09 PM",,,13
C05758757,2,0,0,0.181818181818,0.0,0.181818181818,11,,1,Hillary Clinton,Cheryl Mills,Re: A Note from,"Friday, June 12, 2009 9:33 PM",,,47
C05758758,2,0,0,0.025,0.0,0.025,80,,1,Hillary Clinton,'sullivanjj©state ov',Startegy memo,"Saturday, June 13, 2009 6:34 AM",Cheryl Mills,,387
C05758759,4,1,4.0,0.333333333333,0.0833333333333,0.25,12,,1,Hillary Clinton,'millscd@state.00v.,Re:,"Saturday, June 13, 2009 1:41 PM",,,67
C05758761,0,0,0,0.0,0.0,0.0,12,,1,Hillary Clinton, 'reinesp@state.goV,Re: #s,"Saturday, June 13, 2009 8:57 PM",,,50
C05758762,4,0,0,0.166666666667,0.0,0.166666666667,24,,1,Hillary Clinton,Jacob Sullivan,Cornwall port of entry,"Saturday, June 13, 2009 10:53 PM",,,122
C05758763,2,0,0,0.0434782608696,0.0,0.0434782608696,46,,1,Hillary Clinton,Jake Sullivan,Re: UN/Georgia,"Saturday, June 13, 2009 11:19 PM",,,212
C05758764,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Huma Abedin,Re: 6:45pm conference call,"Sunday, June 14, 2009 5:53 PM",,,2
C05758765,1,0,0,0.0416666666667,0.0,0.0416666666667,24,,1,Hillary Clinton,Huma Abedin,Re: Points for miliband call but I haven't set up calltime yet,"Sunday, June 14, 2009 6:12 PM",,,95
C05758766,2,0,0,0.666666666667,0.0,0.666666666667,3,,1,Hillary Clinton,Huma Abedin,Re: Points for miliband call but I haven't set up calltime yet,"Sunday, June 14, 2009 7:07 PM",,,12
C05758766,1,0,0,0.0416666666667,0.0,0.0416666666667,24,,3,Hillary Clinton,Huma Abedin,Re: Points for miliband call but I haven't set up calltime yet,Sun Jun 14 18:12:06 2009,,,95
C05758767,6,0,0,0.1875,0.0,0.1875,32,,1,Hillary Clinton,,Re: Questions,"Sunday, June 14, 2009 7:47 PM",,,135
C05758767,1,0,0,0.0714285714286,0.0,0.0714285714286,14,,3,Hillary Clinton, Strobe Talbott,Re: Questions,"Thursday, June 11, 2009 8:06 AM",,,58
C05758767,7,1,7.0,0.0804597701149,0.0114942528736,0.0689655172414,87,,5,Hillary Clinton, Strobe Talbott,Questions,Tue Jun 09 11:33:19 2009,,,412
C05758769,0,1,0.0,0.0,0.142857142857,-0.142857142857,7,,1,Hillary Clinton,Huma Abedin,Re: I just dropped bfg book off at your house,"Sunday, June 14, 2009 9:19 PM",,,30
C05758770,0,0,0,0.0,0.0,0.0,6,,1,Hillary Clinton,Huma Abedin,Re: Ops has reached out to dennis ross. Haven't heard back from him.,"Sunday, June 14, 2009 10:13 PM",,,22
C05758771,22,7,3.14285714286,0.0497737556561,0.0158371040724,0.0339366515837,442,,1,Hillary Clinton,Cheryl Mills,Re: Update on Pre-Trip To Do List,"Tuesday, June 16, 2009 6:58 AM",,,2212
C05758772,2,0,0,0.0952380952381,0.0,0.0952380952381,21,,1,Hillary Clinton,Lauren Jiloty,Search,"Tuesday, June 16, 2009 7:15 AM",,,97
C05758773,0,0,0,0.0,0.0,0.0,21,,1,Hillary Clinton,Phillipe Reines,Who is Peter Keting?,"Tuesday, June 16, 2009 7:39 AM",,,99
C05758774,0,0,0,0.0,0.0,0.0,9,,1,Hillary Clinton,Lauren Jiloty,Re: Search,"Tuesday, June 16, 2009 7:41 AM",,,38
C05758774,2,0,0,0.0952380952381,0.0,0.0952380952381,21,,3,Hillary Clinton,Lauren Jiloty,Search,Tue Jun 16 07:14:40 2009,,,97
C05758775,4,1,4.0,0.0444444444444,0.0111111111111,0.0333333333333,90,,1,Hillary Clinton,Jacob Sullivan;Huma Abedin,Followup,"Tuesday, June 16, 2009 7:41 AM",Hillary Clinton,,437
C05758776,0,1,0.0,0.0,0.0434782608696,-0.0434782608696,23,,1,Hillary Clinton, 'balderstonkm@state.gov',Followup,"Tuesday, June 16, 2009 7:41 AM",,,116
C05758777,3,0,0,0.0967741935484,0.0,0.0967741935484,31,,1,Hillary Clinton,Richard Verma,Followup,"Tuesday, June 16, 2009 7:42 AM",Hillary Clinton,,139
C05758778,4,1,4.0,0.0714285714286,0.0178571428571,0.0535714285714,56,,1,Hillary Clinton,Jake Sullivan,Re: Kurtzer,"Tuesday, June 16, 2009 7:42 AM",,,261
C05758781,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Huma Abedin,Re: Dennis ross asking to talk,"Tuesday, June 16, 2009 7:43 AM",,,2
C05758782,0,0,0,0.0,0.0,0.0,6,,1,Hillary Clinton, 'balderstonkm@state.gov',Re: Followup,"Tuesday, June 16, 2009 8:01 AM",,,24
C05758782,0,1,0.0,0.0,0.0434782608696,-0.0434782608696,23,,3,Hillary Clinton,Kris Balderston,Followup,Tue Jun 16 07:41:28 2009,,,116
C05758783,2,0,0,0.125,0.0,0.125,16,,1,Hillary Clinton,'SteinbergiB@state.gov',DPRK enforcement,"Tuesday, June 16, 2009 11:23 AM",,,81
C05758784,1,0,0,0.166666666667,0.0,0.166666666667,6,,1,Hillary Clinton,Jacob Sullivan;Cheryl Mills,Fw: DPRK enforcement,"Tuesday, June 16, 2009 12:53 PM",,,27
C05758784,2,0,0,0.125,0.0,0.125,16,,3,Hillary Clinton," Steinberg, James B",DPRK enforcement,Tue Jun 16 11:23:08 2009,,,81
C05758785,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,William Burns,Central Asia,"Tuesday, June 16, 2009 12:59 PM",,,0
C05758786,2,0,0,0.142857142857,0.0,0.142857142857,14,,1,Hillary Clinton,Cheryl Mills; 'cheryl.millF.,Can you talk?,"Tuesday, June 16, 2009 10:47 PM",,,78
C05758787,3,4,0.75,0.0535714285714,0.0714285714286,-0.0178571428571,56,,1,Hillary Clinton,'mhcaleja@state.gove,Followup,"Wednesday, June 17, 2009 7:42 AM",Hillary Clinton,,244
C05758788,1,0,0,0.111111111111,0.0,0.111111111111,9,,1,Hillary Clinton,Cheryl Mills,Re: HSF Follow up letter,"Monday, June 22, 2009 9:49 PM",,,39
C05758790,1,0,0,0.0666666666667,0.0,0.0666666666667,15,,1,Hillary Clinton, 'ValmoroU@state.goV;Huma Abedin,Schedule,"Tuesday, June 23, 2009 12:50 PM",,,57
C05758791,0,0,0,0.0,0.0,0.0,3,,1,Hillary Clinton,Cheryl Mills,Re: Announcement Today - Kerri-Ann Jones,"Thursday, June 25, 2009 8:18 AM",,,6
C05758792,9,0,0,0.136363636364,0.0,0.136363636364,66,,1,Hillary Clinton,,Re: So sorry!,"Thursday, June 25, 2009 3:53 PM",,,330
C05758793,0,0,0,0.0,0.0,0.0,7,,1,Hillary Clinton,Jacob Sullivan,Fw: Personal,"Thursday, June 25, 2009 10:11 PM",,,32
C05758794,1,0,0,0.0588235294118,0.0,0.0588235294118,17,,1,Hillary Clinton,Jacob Sullivan,Re: Personal,"Thursday, June 25, 2009 10:23 PM",,,82
C05758794,0,0,0,0.0,0.0,0.0,7,,3,Hillary Clinton,"Sullivan, Jacob J",Fw: Personal,Thu Jun 25 22:11:03 2009,,,32
C05758795,2,2,1.0,0.105263157895,0.105263157895,0.0,19,,1,Hillary Clinton, John Podesta,Re: Does this mean your career as a major league pitcher is over?,"Thursday, June 25, 2009 10:35 PM",,,86
C05758796,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Cheryl Mills,Re: Gration,"Friday, June 26, 2009 7:19 AM",,,0
C05758798,0,0,0,0.0,0.0,0.0,7,,1,Hillary Clinton,Jacob Sullivan,Bolivia,"Saturday, June 27, 2009 4:56 PM",,,31
C05758799,3,1,3.0,0.2,0.0666666666667,0.133333333333,15,,1,Hillary Clinton,Jacob Sullivan,Re: Bolivia,"Saturday, June 27, 2009 7:33 PM",,,85
C05758799,0,0,0,0.0,0.0,0.0,7,,3,Hillary Clinton,Jacob Sullivan,Bolivia,Sat Jun 27 16:56:01 2009,,,31
C05758800,0,0,0,0.0,0.0,0.0,5,,1,Hillary Clinton,Jacob Sullivan,Re: Bolivia,"Sunday, June 28, 2009 12:41 AM",,,22
C05758800,3,1,3.0,0.214285714286,0.0714285714286,0.142857142857,14,,3,Hillary Clinton,Jacob Sullivan,Re: Bolivia,Sat Jun 27 19:32:55 2009,,,82
C05758800,0,0,0,0.0,0.0,0.0,7,,5,Hillary Clinton,"Sullivan, Jacob J",Bolivia,Sat Jun 27 16:56:01 2009,,,31
C05758801,1,0,0,0.2,0.0,0.2,5,,1,Hillary Clinton,Huma Abedin,Re: For hrc,"Sunday, June 28, 2009 12:49 PM",,,17
C05758802,0,0,0,0.0,0.0,0.0,22,,1,Hillary Clinton,Huma Abedin,Re: Schedule,"Sunday, June 28, 2009 1:09 PM",,,88
C05758803,0,0,0,0.0,0.0,0.0,6,,1,Hillary Clinton,Huma Abedin,Re:,"Sunday, June 28, 2009 1:13 PM",,,14
C05758804,0,0,0,0.0,0.0,0.0,11,,1,Hillary Clinton,Huma Abedin,Re: Spanish fm,"Sunday, June 28, 2009 6:14 PM",,,40
C05758805,1,0,0,0.0526315789474,0.0,0.0526315789474,19,,1,Hillary Clinton,Huma Abedin,Re: Spanish fm,"Sunday, June 28, 2009 7:44 PM",,,81
C05758805,0,0,0,0.0,0.0,0.0,11,,3,Hillary Clinton,Huma Abedin,Re: Spanish fm,Sun Jun 28 18:14:21 2009,,,40
C05758806,0,0,0,0.0,0.0,0.0,9,,1,Hillary Clinton,,Re: Spanish fm,"Sunday, June 28, 2009 8:05 PM",,,39
C05758806,1,0,0,0.0526315789474,0.0,0.0526315789474,19,,3,Hillary Clinton,Huma Abedin,Re: Spanish fm,Sun Jun 28 19:43:40 2009,,,81
C05758806,0,0,0,0.0,0.0,0.0,11,,5,Hillary Clinton,Huma Abedin,Re: Spanish fm,Sun Jun 28 18:14:21 2009,,,40
C05758807,0,0,0,0.0,0.0,0.0,15,,1,Hillary Clinton,Cheryl Mills,Re: Calls scheduled,,,,59
C05758808,1,0,0,0.25,0.0,0.25,4,,1,Hillary Clinton,Phillipe Reines,Today's Press conference,"Monday, June 29, 2009 6:29 PM",,,16
C05758809,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Cheryl Mills,Re: Calls scheduled,"Monday, June 29, 2009 7:29 PM",,,2
C05758809,0,0,0,0.0,0.0,0.0,7,,3,Hillary Clinton,Cheryl Mills,Re: Calls scheduled,"Monday, June,29-, 2009 6:27 PM",,,25
C05758810,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Cheryl Mills;Jacob Sullivan,Re: Honduras asks us to co-sponsor GA resolution for tomorrow's session,"Monday, June 29, 2009 10:34 PM",,,0
C05758811,0,0,0,0.0,0.0,0.0,11,,1,Hillary Clinton,Cheryl Mills; 'sullivanij@state.gov',Re: Honduras asks us to co-sponsor GA resolution for tomorrow's session,"Monday, June 29, 2009 10:35 PM",,,45
C05758812,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Jacob Sullivan;Cheryl Mills,Re: Honduras asks us to co-sponsor GA resolution for tomorroWs session,"Monday, June 29, 2009 10:56 PM",,,0
C05758812,0,0,0,0.0,0.0,0.0,11,,3,Hillary Clinton,"Cheryl Mills;Sullivan, Jacob J",Re: Honduras asks us to co-sponsor GA resolution for tomorrow's session,Mon Jun 29 22:35:16 2009,,,45
C05758813,0,0,0,0.0,0.0,0.0,2,,1,Hillary Clinton,Jacob Sullivan,Re: Honduras asks us to co-sponsor GA resolution for tomorrow's session,"Monday, June 29, 2009 11:00 PM",,,4
C05758813,0,0,0,0.0,0.0,0.0,1,,3,Hillary Clinton,"Sullivan, Jacob J;Cheryl Mills",Re: Honduras asks us to co-sponsor GA resolution for tomorrow's session,Mon Jun 29 22:56:29 2009,,,0
C05758813,0,0,0,0.0,0.0,0.0,11,,5,Hillary Clinton,Cheryl Mills;Jacob Sullivan,Re: Honduras asks us to co-sponsor GA resolution for tomorrow's session,Mon Jun 29 22:35:16 2009,,,45
C05758814,10,1,10.0,0.15873015873,0.015873015873,0.142857142857,63,,1,Hillary Clinton,Wendy Sherman,Re: Recovery,"Tuesday, June 30, 2009 5:32 PM",,,291
C05758816,6,1,6.0,0.171428571429,0.0285714285714,0.142857142857,35,,1,Hillary Clinton,'bam@mikulski.senate.gov',Re: Sorry to hear,,,,153
C05758817,1,0,0,0.0588235294118,0.0,0.0588235294118,17,,1,Hillary Clinton,Huma Abedin,Re: Honduras interim govt sending mission to Washington,"Tuesday, June 30, 2009 7:59 PM",,,81
C05758849,1,0,0,0.1,0.0,0.1,10,,1,Hillary Clinton,Huma Abedin,Re: U.S. Rep. Henry Waxman admitted to L.A. hospital,"Wednesday, July 1, 2009 7:27 PM",,,47
C05758852,2,0,0,0.2,0.0,0.2,10,,1,Hillary Clinton,Lauren Jiloty;Robert Russo,Fw:,"Wednesday, July 1, 2009 8:26 PM",,,46
C05758853,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Huma Abedin,Re: Kristy can only do 730am. Ok?,"Wednesday, July 1, 2009 8:44 PM",,,2
C05758855,1,1,1.0,0.0322580645161,0.0322580645161,0.0,31,,1,Hillary Clinton,Huma Abedin,Re: Big thinkers lunch for wed,"Thursday, July 2, 2009 9:06 AM",,,138
C05758856,0,0,0,0.0,0.0,0.0,1,,1,Hillary Clinton,Huma Abedin,Re: This am,"Thursday, July 2, 2009 9:28 AM",,,2
C05758857,1,1,1.0,0.05,0.05,0.0,20,,1,Hillary Clinton,Huma Abedin,Re: Plane delay,"Thursday, July 2, 2009 11:22 AM",,,87
C05758858,1,0,0,0.0909090909091,0.0,0.0909090909091,11,,1,Hillary Clinton,Huma Abedin,Re: Plane delay,"Thursday, July 2, 2009 11:53 AM",,,41
C05758858,1,1,1.0,0.05,0.05,0.0,20,,3,Hillary Clinton,Huma Abedin,Re: Plane delay,Thu Jul 02 11:21:52 2009,,,87
C05758862,1,0,0,0.0769230769231,0.0,0.0769230769231,13,,1,Hillary Clinton,Cheryl Mills,Re: 2009-07-01 Draft letter to G0h re 57m pledge (4),"Thursday, July 2, 2009 3:28 PM",,,59
